Feature	MIXF1	MIXF2	MIXF3	MIXF4	MIXF5	MIXF6	MIXM11	MIXM12	MIXM13	MIXM14	MIXM15	MIXM16	MIXM21	MIXM22	MIXM23	MIXM24	MIXM25	MIXM26	OTCM11	OTCM12	OTCM13	OTCM14	OTCM15	OTCM16	OTCM21	OTCM22	OTCM23	OTCM24	OTCM25	OTCM26	OTCF1	OTCF2	OTCF3	OTCF4	OTCF5	SCF1	SCF2	SCF3	SCF4	SCF5	SCF6	SCM11	SCM12	SCM13	SCM14	SCM15	SCM16	SCM21	SCM22	SCM23	SCM24	SCM25	SCM26	SMXF1	SMXF2	SMXF3	SMXF4	SMXF5	SMXF6	SMXM11	SMXM12	SMXM13	SMXM14	SMXM15	SMXM16	SMXM21	SMXM22	SMXM23	SMXM24	SMXM25
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	21097.703386531706	8184.764991896276	30496.043234896766	384.8225967828829	2021.4832137619412	0.0	191.9680565153959	0.0	115.51345731777751	0.0	0.0	0.0	153.50961353954784	665.6225528582617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.64009809932553	0.0	191.41686765437774	0.0	1079.7053946708822	0.0	76.7283050717409	53048.14485927194	2220.860775003829	0.0	0.0	0.0	114.85012059262662	3201.1724776303577	7937.7311960542565	5578.296813548438	885.2623070705512	2059.132056412448	0.0	153.24496207187173	0.0	0.0	192.5669170036587	0.0	0.0	105697.21115537848	345.0126504638497	0.0	384.9262866161129	0.0	22319.019350859602	0.0	1280.4594133167773	191.76926322249062	2335.2857853834093	76.72830507174095	393.4770253136892	0.0	0.0	459.59402527767134	0.0	0.0	115.25606054785041	116.24302541847487	347.90676098805477	67626.42148560373	0.0	38.66527471677685
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales_Selenomonadales	5488.516932658619	769.854132901135	1466.8982821849074	0.0	951.2862182409135	1010.6899902818277	0.0	0.0	0.0	575.2416014726175	0.0	536.830399938648	0.0	0.0	0.0	0.0	39.82318505834098	612.7450980392157	0.0	0.0	0.0	0.0	114.96014714898828	0.0	0.0	0.0	308.4872556202521	0.0	0.0	13628.817420176852	229.74421810384433	191.6296182738004	0.0	0.0	76.56674706175109	809.9352051835846	3506.4734895191123	882.8958985472347	461.87598629767876	0.0	0.0	38.31124051796793	0.0	0.0	0.0	0.0	0.0	50796.81274900398	0.0	0.0	0.0	0.0	24092.205689615286	0.0	0.0	0.0	650.8173500248845	0.0	131.15900843789638	0.0	0.0	268.09651474530824	0.0	0.0	0.0	0.0	0.0	24881.03879345112	196.5331551432725	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae	39937.7189567925	1256.0777957860623	3744.4508782088424	18509.966905256668	2695.3109516825884	1049.5626822157442	2917.914459034018	2803.8101090797313	0.0	728.6393618653157	0.0	843.5906284750183	14967.187320105915	13155.833985904464	5016.137185519304	30528.210824683043	61287.88180478677	11757.046568627451	497.76007964161283	0.0	153.1334941235019	382.84839203675375	574.8007357449416	0.0	61521.381264117015	22356.86620393449	41375.85316006631	10613.840141006965	8670.298473106719	55171.614995560114	231122.6834124674	22075.732025141806	185444.66138356112	396271.1994180927	81926.41935607367	38606.9114470842	17493.834771886555	83233.00425395294	43685.77037065545	18765.29779711721	22508.65717583686	1072.714734503102	1073.9902573740942	191.6663472227545	5006.739842095126	2184.2427958307785	1381.1624784193348	63944.22310756972	167676.14812543095	84400.83972409066	2732.976634974402	3011.69929340901	84303.44614910182	91583.11244285655	3608.567437529099	24508.1118398343	8996.592779755754	5294.253049950125	13902.854894417014	3148.8104493857836	1956.9471624266157	1761.77709689774	3029.373418206921	1731.435167372067	230.51212109570082	100317.7309361438	208512.11875217422	21413.017178804766	147439.17298848298	281560.530487569
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae	5449.591280653948	11588.330632090767	6755.452615325233	1924.1129839144148	7808.474374727499	8785.228377065116	138984.87291714657	74665.84728836984	10819.760502098494	106803.19067341599	30411.090632262185	73008.93439165612	368768.4691253788	354346.12372748635	405529.4163393862	229.8234190063968	238.93911035004587	172104.77941176476	18914.88302638129	421.22999157539994	6661.306994372332	17993.874425727427	34871.24463519311	12480.379771065422	57731.32728456034	69946.69632242969	73844.13681409784	59813.01249137863	69707.66515767659	0.0	0.0	689.8666257856814	38.283373530875544	344.5503617778799	1722.7518088893992	1427.028694847268	539.4574599260172	1203.9489525644108	13086.486278434233	13364.932592563815	0.0	12221.285725231768	5753.519235932647	5443.3242611262285	3543.2312728673196	4675.045984058859	1457.893727220409	3824.701195219123	0.0	3470.28833383317	885.3304592170597	540.5614116375145	16922.36527638578	268.9101455956358	232.8108024212322	0.0	267.98361471612884	575.4622880380571	2666.8998382372265	4470.533354066235	3568.550707954417	3140.559172730754	17601.043024771854	7425.933051173532	0.0	929.944203347799	657.157215199659	2661.504960077429	235.839786171927	425.31802188454526
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Stappiaceae	20007.785130400924	34683.95461912481	17100.94576336616	6541.984145309009	20492.290617939674	32303.206997084566	4799.201412884897	5914.887079428475	8355.473412652573	9050.467863169182	9255.549322862404	5636.719199355804	5411.213877269061	11707.126076742366	6571.528560874127	9959.014823610527	20190.354824578877	3753.063725490196	5973.1209556993535	4327.18082254729	3407.220244247917	3292.496171516082	4138.565297363579	4747.138317828566	4823.70506489032	5560.455573877361	7982.107739174023	5594.298413671544	18222.972454538463	16717.501254777842	9649.257160361462	4905.7182278092905	5627.655909038705	20022.20435664791	4861.988438421194	19438.44492440603	4315.659679408139	25202.664740348337	9391.478388052801	17716.30599479389	8618.699499807619	2298.6744310780755	1802.7693605922293	1648.3305861156887	2888.50375505488	2414.1630901287554	1572.99060042202	48525.89641434263	3986.8128498044853	60794.31044085516	49809.46148812501	26680.566817251613	10600.570503430727	13330.26007452652	6984.324072636968	7632.416676255127	3062.6698824700443	12928.719404588348	17487.867791719516	1943.7101539418418	1419.7459805840151	4902.336269628494	2224.0969399493847	4732.589457483649	4763.91716931115	8601.983880967142	9045.575785689425	25606.90378256314	103258.51971227536	74817.3065769632
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales_Tissierellales	38.92565200467106	0.0	1389.6931094383333	0.0	3210.590986563083	6763.848396501462	38.393611303079176	307.26686126901166	0.0	0.0	1883.1637150412682	153.38011426818517	0.0	195.7713390759593	0.0	0.0	0.0	0.0	15583.719416472031	53802.5580148579	24271.658818575048	71630.93415007662	30311.15879828325	43911.02943991424	0.0	0.0	77.12181390506302	0.0	0.0	386.0854793251233	0.0	0.0	0.0	38.283373530875544	0.0	154.27337241592087	0.0	0.0	538.8553173472918	0.0	0.0	51950.04214236452	13616.662191707264	39214.934641775566	18640.47756595416	70470.57020232985	21177.824669096466	5577.689243027889	0.0	8054.496379760938	18283.998614265365	965.2882350669903	732.4030529643048	0.0	232.8108024212322	0.0	114.85012059262667	345.2773728228343	612.075372710183	1127.351889286268	35033.1913587353	8847.184986595174	1457.1669606564933	230.8580223162756	200699.22010065685	348.7290762554247	386.5630677645053	2742.156625534321	0.0	386.65274716776844
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales	4087.1934604904613	2350.081037277149	12738.853503184724	461.7871161394595	515.2800348804949	1088.4353741496604	0.0	0.0	0.0	38.349440098174504	721.2116355477197	0.0	422.15143723375655	1096.319498825372	1244.3131002838581	0.0	0.0	497.8553921568627	0.0	0.0	0.0	0.0	0.0	114.8501205926266	0.0	191.7398473750814	347.04816257278367	0.0	115.09245760761135	10385.699393845818	421.19773319038126	306.60738923808066	0.0	38.283373530875544	114.85012059262662	0.0	847.7188655980273	0.0	2232.4006004387807	1592.9134776020824	961.9084263178145	0.0	0.0	114.9998083336527	0.0	38.320049049662785	0.0	24103.585657370513	76.66947788085548	0.0	0.0	424.7268234294757	24169.300747822064	38.41573508509084	1319.2612137203162	153.4154105779925	306.26698824700446	0.0	393.4770253136892	0.0	0.0	76.59900421294522	76.69299792928912	0.0	0.0	0.0	541.1882948703075	14476.973949512074	353.7596792578905	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales	22966.13468275592	80307.9416531605	36633.854468249396	11082.890787347029	50854.17575012884	53799.80563654036	3992.9355755202346	1574.7426640036847	6160.717723614801	1188.8326430434095	11859.924673451393	5214.923885118295	8059.254710826262	8692.247454972594	6415.989423338645	1608.7639330447773	2907.092509258892	1646.7524509803923	268.0246582685607	459.52362717316356	306.2669882470038	153.1393568147015	536.4806866952787	76.56674706175106	1646.1850618276485	2607.661924301108	4357.382485636062	1800.9042838531682	4296.785084017491	24477.819389212822	2910.0934293153614	6898.666257856814	191.4168676543777	3445.503617778799	803.9508441483864	16391.54581919159	1888.1011097410606	31904.64724295689	7543.974442862087	18415.63386300944	12043.093497499038	191.55620258983964	268.4975643435235	268.3328861118563	1386.4818024263425	344.88044144696505	959.1406100134268	51832.66932270917	843.3642566894102	57452.55130457135	3579.8144655298497	4671.995057724233	8249.171228124274	4072.067919019629	4578.612447617566	882.1386108234568	1339.9180735806444	3567.8661858359537	19280.374240370766	894.1066708132471	613.9442078201147	1914.9751053236305	2991.0269192422757	461.7160446325512	307.3494947942678	4184.748915065096	6455.603231667239	27300.588757157868	2043.9448134900338	4098.519119978345
k__Bacteria.p__Firmicutes.c__Bacilli	9147.528221097698	14627.228525121562	4053.2715691951394	2424.382359732163	5390.621903365177	26627.793974732765	844.6594486677418	384.0835765862646	1116.6300874051826	2224.2675256941216	6971.712476961291	1725.5262855170831	921.057681237287	822.239624119029	1827.584866041917	2757.8810280767616	6092.947313926171	574.4485294117648	38.28923689550868	229.76181358658178	76.56674706175095	0.0	0.0	0.0	803.9508441483865	0.0	462.7308834303781	306.53689937926265	1803.115169185911	13821.860159839414	1263.593199571144	1724.6665644642037	114.85012059262662	1033.65108533364	344.55036177787986	3741.1292810860814	1425.7090012330457	12761.858897182758	2386.3592625380074	6565.911651579316	12889.572912658718	0.0	0.0	0.0	0.0	38.320049049662785	0.0	16454.18326693227	1188.3769071532602	20350.456278651305	2848.4545209592347	3320.5915286304466	6745.817593092281	2266.5283700203595	1086.4504112990837	115.06155793349437	497.68385590138223	959.1038133967618	22646.788790276776	155.49681231534734	153.48605195502867	153.19800842589044	0.0	346.2870334744134	0.0	1627.4023558586484	2087.4405659283284	5605.290749253979	2083.251444518688	3325.2136256428093
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis	544.9591280653948	0.0	0.0	692.6806742091892	0.0	0.0	115.18083390923753	0.0	0.0	0.0	0.0	76.69005713409258	921.0576812372869	0.0	233.30870630322343	306.4312253418624	438.05503564175075	612.7450980392157	2220.775739939503	2029.5626866814725	1531.334941235019	1454.8238897396643	1532.8019619865106	1569.618314765897	8690.32579150875	10123.8639414043	9794.470365943003	8391.447620507315	9552.67398143174	4633.025751901479	1148.7210905192217	843.1703204047217	191.4168676543777	535.9672294322576	765.6674706175108	694.2301758716438	115.5980271270037	160.52652700858812	808.2829760209378	116.55464470259139	230.8580223162755	114.93372155390378	230.14076943730586	0.0	1540.5353360292693	574.8007357449418	844.0437368118155	0.0	306.6779115234219	0.0	731.3599445706145	540.5614116375145	4664.25102150952	1267.7192578079976	0.0	767.0770528899625	382.83373530875554	0.0	568.3557032308844	1671.5907323899837	268.6005909213002	1340.4825737265414	2914.3339213129866	615.6213928434015	384.1868684928347	0.0	579.844601646758	4113.234938301481	4874.022247553158	2242.585933573057
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	1440.2491241728292	648.2982171799031	270.21810461300925	153.92903871315318	1783.6616592017128	7152.575315840626	2188.435844275513	1229.0674450760466	1155.134573177775	1303.880963337933	961.6155140636264	1687.1812569500366	1112.9446981617218	1801.0963194988256	505.5021969903175	191.51951583866398	756.6405161084786	689.3382352941178	1608.1479496113643	38.29363559776363	0.0	0.0	344.8804414469649	191.41686765437765	4326.021208988937	4448.364459101888	5398.526973354411	4827.956165223387	5102.432287270769	5019.111231226604	0.0	843.1703204047217	0.0	114.85012059262664	0.0	694.2301758716438	231.1960542540074	3973.0315434625563	384.8966552480656	1048.9918023233226	692.5740669488266	0.0	153.42717962487058	0.0	1039.861351819757	306.5603923973023	306.9249952042966	2589.6414342629478	115.00421682128322	7197.635062765093	1693.6756611108967	2857.2531757982915	2736.8745663402965	192.07867542545418	232.8108024212322	38.353852644498126	114.85012059262667	575.4622880380571	1136.7114064617688	2254.703778572536	2340.662292314187	1723.4775947912674	1840.631950302939	2347.0565602154684	2228.283837258441	232.48605083694974	811.7824423054611	3588.999112831684	1061.2790377736715	1275.954065653636
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae	1751.6543402101972	2269.0437601296608	1737.1163867979167	1654.7371661663965	634.190812160609	1127.308066083577	143016.20210396993	221961.89890920217	176851.10315351735	234123.33179935525	277305.87386809837	261398.05974155458	4336.646582492227	6029.757243539546	4393.980635377374	7047.918182862834	8004.460196726537	4901.960784313726	263315.0821304133	269587.1946082561	438459.4770491169	241003.0627871364	279506.4377682403	241070.40312392317	169863.32835649478	219465.42930551816	191416.34211236643	182197.8695685492	204902.93869408398	9459.094243465519	191.45351508653695	881.4962440594818	229.70024118525325	382.83373530875554	535.9672294322576	1658.4387534711493	3814.7348951911226	1444.7387430772933	2232.4006004387807	2214.5382493492366	2039.245863793767	258141.13861006804	424379.57884239225	332234.4462759228	316310.41787020984	207196.50521152664	358526.76002301904	1235.0597609561753	2185.0801196043817	4327.149650829015	3464.336579545016	810.8421174562719	49572.122426952425	729.8989666167259	970.0450100884676	345.18467380048315	497.6838559013821	920.7396608608914	2929.2178551130196	408023.6355154714	371896.7038870345	327575.64151666046	284262.59682491043	120969.60369372841	236774.367052134	619.962802231866	7615.292434960755	14275.344785869846	2201.1713376046523	3557.2052739434703
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseobacter_clade_CHAB_I_5_lineage	5332.814324639935	0.0	0.0	2039.5597629492797	0.0	0.0	153.5744452123167	614.5337225380233	500.5583150437026	230.096640589047	801.3462617196886	0.0	0.0	274.079874706343	0.0	191.51951583866398	0.0	612.7450980392157	574.3385534326301	536.1108983686908	459.4004823705057	1071.9754977029104	268.2403433476393	842.2342176792617	1186.784579457142	268.43578632511395	616.9745112405041	1226.1475975170506	882.3755083250204	231.65128759507397	9610.966457344153	574.8888548214012	2832.96964128479	8996.592779755752	5053.405306075571	2622.6473310706547	539.4574599260172	2287.5030098723805	923.7519725953575	815.8825129181397	346.28703347441325	459.7348862156151	652.0655134057	651.6655805573653	385.1338340073173	459.8405885959534	422.02186840590775	0.0	345.0126504638497	0.0	23403.518226259665	11892.35105602532	770.9505820676892	2074.449694594905	0.0	3490.200590649329	497.6838559013821	0.0	1923.665457089147	777.4840615767366	575.5726948313575	1378.7820758330138	805.2764782575358	307.81069642170075	1152.5606054785042	0.0	579.844601646758	725.864989112026	393.06631028654493	115.99582415033053
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	33437.13507201243	8103.7277147487885	5790.3879559930565	192.41129839144148	1228.7446985611798	2604.470359572402	0.0	0.0	0.0	383.494400981745	0.0	460.1403428045555	997.8124880070611	0.0	1049.8891783645056	0.0	119.46955517502293	191.48284313725492	0.0	0.0	0.0	0.0	421.52053954629037	0.0	382.8337353087555	0.0	0.0	0.0	0.0	92158.60391490691	536.0698422423034	229.95554192856048	0.0	0.0	114.85012059262662	0.0	13178.175092478416	5417.770286539849	3425.580231707785	4118.264112824895	2308.580223162755	536.3573672515511	0.0	0.0	0.0	0.0	0.0	166414.34262948198	191.6736947021387	6940.576667666341	0.0	810.8421174562719	32071.544214015874	0.0	0.0	345.18467380048315	3100.95325600092	153.4566101434819	568.3557032308844	0.0	38.37151298875717	1225.5840674071235	0.0	38.476337052712594	0.0	0.0	270.59414743515373	114686.6682797001	825.4392516017444	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae	94005.44959128059	137803.88978930315	88631.53831306705	17971.215269760633	104482.93630346033	83809.52380952386	18275.35898026569	8334.61361192194	12821.993762273303	5522.319374137128	46998.958249859745	16948.50262663446	3070.1922707909575	2740.7987470634303	2216.432709880623	651.1663538514576	3862.8489506590754	2642.463235294118	1531.5694758203472	2067.8563222792363	2335.285785383404	1799.3874425727424	2299.2029429797662	2564.9860265686607	2603.2694000995375	2991.1416190512705	3740.4079743955567	2222.3925204996544	4872.247372055548	12123.084050808871	2910.0934293153614	13912.310286677908	689.1007235557597	10145.093985682019	2411.852532445159	3124.035791422398	1772.503082614057	38606.62974556545	6658.712135791537	9790.590155017675	9426.702577914584	1417.5158991648134	1534.2717962487056	1801.6636638938924	1733.1022530329283	1379.5217657878602	2148.4749664300757	19840.6374501992	881.6989956298382	12124.5876354912	3733.784980176295	6563.959998455534	3276.539973787679	3419.0004225730845	4112.9908427751025	1956.0464848694048	2182.1522912599066	8094.83618506867	24308.136230490127	2371.3263878090465	2954.606500134302	3485.254691689008	2569.215430631186	1385.1481338976535	2151.4464635598747	697.4581525108492	966.4076694112633	2863.134123719658	1768.7983962894527	2513.242856590495
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales	18917.866874270134	25567.260940032425	119590.81258444324	422419.7644885706	6500.455824646243	113469.38775510213	3916.148352914076	3802.4274082040197	17827.576912710327	12118.423071023139	6490.904719929479	3144.2923424977957	2839.9278504816357	2545.0274079874707	5793.832873196715	491094.3425135023	114412.01067261361	129940.25735294119	79182.14189991193	57976.56429501413	7273.840970866341	7197.54977029097	6974.248927038624	13628.880976991686	13131.197121090308	8551.597192928633	3547.603439632899	48930.952563414794	10396.685337220892	70923.90255202515	1148.7210905192217	1954.622106392764	1110.2178323953906	10834.19470923778	68297.53837908195	0.0	21385.635018495683	3692.1101211975265	99726.7233747738	4739.888884572051	7233.551365909965	25170.48502030493	35978.67362203214	19818.300302832813	33468.13017523588	19389.944819129374	24515.633991943185	199.203187250996	5251.859234838602	28362.109592562454	560953.0774856614	555890.1888103782	6861.460180402434	104682.87810687251	4423.405246003412	1534.154105779925	6546.45687377972	498.7339829663161	3497.573558343904	16327.165293111468	16883.465715053157	17349.674454232092	127693.84155226637	531127.3566756445	61585.1550194014	2751.0849349039054	25590.47508601025	0.0	52985.33862662627	7385.067470904378
k__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales	0.0	0.0	540.4362092260185	0.0	0.0	116.61807580174934	38.393611303079176	0.0	0.0	115.0483202945235	320.53850468787545	153.38011426818517	268.6418236942087	1174.6280344557556	2488.6262005677168	0.0	159.29274023336393	344.66911764705884	153.15694758203472	0.0	38.28337353087547	191.42419601837688	76.64009809932553	0.0	574.2506029631332	651.9154810752768	308.4872556202521	229.902674534447	1381.1094912913363	0.0	3522.74467759228	421.58516020236084	497.68385590138206	880.5175912101375	4019.754220741932	77.13668620796044	154.13070283600496	722.3693715386465	0.0	388.51548234197134	615.6213928434013	38.31124051796793	0.0	38.3332694445509	77.02676680146347	153.28019619865114	38.36562440053707	0.0	3565.13072145978	3555.9744655327545	0.0	193.05764701339805	63873.255724308045	0.0	0.0	38.353852644498126	0.0	0.0	393.4770253136891	77.74840615767367	575.5726948313575	1148.9850631941783	0.0	0.0	115.25606054785041	697.4581525108493	1584.9085778344718	0.0	707.519358515781	270.6569230174379
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Cupriavidus	3659.011288439079	7374.392220421398	5828.990542366343	1269.9145693835137	5786.991160965557	8435.374149659869	422.3297243338709	345.6752189276381	885.6031727696276	268.44608068722147	5088.548761920024	306.76022853637033	0.0	0.0	77.76956876774115	114.9117095031984	238.93911035004587	0.0	0.0	114.88090679329089	0.0	497.70290964777985	229.92029429797657	0.0	76.5667470617511	38.347969475016285	0.0	76.63422484481566	0.0	0.0	0.0	268.28146558332054	38.283373530875544	344.5503617778799	1684.4684353585237	0.0	539.4574599260172	0.0	12855.548285285393	8547.34061152337	0.0	0.0	0.0	38.3332694445509	115.5401502021952	0.0	76.73124880107414	0.0	0.0	1670.8795681418967	0.0	154.44611761071843	16344.15233983501	76.83147017018167	232.8108024212322	0.0	229.70024118525333	230.18491521522284	1486.468762296159	0.0	115.11453896627151	38.29950210647261	0.0	0.0	0.0	0.0	0.0	1774.336640051619	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	24562.086414947436	42139.384116693705	25168.88631538315	5618.40991303009	63220.89658726072	36112.73080660838	6027.796974583431	1075.434014441541	8393.977898425164	1188.8326430434095	36661.59147367575	5866.789370758083	1228.0769083163827	2310.1018010963194	972.1196095967643	1187.4209981997167	1991.159252917049	344.6691176470589	268.0246582685607	0.0	267.9836147161283	0.0	268.2403433476393	229.7002411852532	76.5667470617511	268.43578632511395	3971.773416110746	76.63422484481566	5601.166270237086	39805.412918420225	1761.37233879614	8546.680975011495	344.5503617778799	3024.386508939168	803.9508441483864	7675.100277692064	2273.427866831073	25162.53310859618	3541.0492282822042	4623.334239869459	17391.304347826088	0.0	191.78397453108823	0.0	38.51338340073173	153.28019619865114	0.0	11195.219123505974	536.6863451659883	6126.558416520287	1732.168289772508	11042.897409166366	30876.570811810947	1613.4608735738154	1008.8468104920064	652.015494956468	650.8173500248845	2647.1265249750622	19149.215231932867	0.0	230.22907793254302	382.9950210647261	306.7719917171565	423.2397075798385	268.9308079449843	891.1965282083073	1391.627043952219	7298.975723848706	1139.8922998309804	1662.6068128214044
k__Archaea	5254.963020630593	11912.479740680717	3512.8353599691204	2001.0775032709914	7729.200523207422	738.5811467444124	729.4786147585045	1075.434014441541	1309.1525162681453	460.193281178094	8053.5299302828735	843.5906284750183	3300.456691100279	4306.969459671105	10460.006999261183	191.51951583866398	8482.338417426628	268.07598039215685	765.7847379101735	0.0	0.0	38.284839203675375	1379.5217657878593	76.56674706175106	76.5667470617511	153.39187790006514	1928.0453476265757	574.7566863361175	0.0	10308.482297980794	76.58140603461479	38.32592365476008	0.0	0.0	76.56674706175109	771.3668620796044	1194.5129469790384	15851.994542098077	769.7933104961314	9207.816931504718	1154.2901115813775	153.24496207187173	191.78397453108823	459.9992333346108	3581.7446562680525	268.24034334763945	345.2906196048337	27968.127490039835	3986.8128498044853	52354.22646844609	0.0	2625.5839993822137	1426.258576825225	422.5730859359992	426.8198044389257	460.2462317339775	76.56674706175112	1457.8377963630783	3104.0965330302147	0.0	575.5726948313575	191.49751053236304	805.2764782575358	192.38168526356299	537.8616158899686	4029.758214507129	5295.914028373723	20525.848858778954	9865.964388192278	2783.899779607933
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales	71233.94316854808	24675.850891410068	41845.20362864315	1000.5387516354957	6024.812715525786	3809.523809523812	2073.2550103662757	1728.3760946381908	6199.222209387394	30679.552078539607	11379.116916419578	6173.549599294453	1151.3221015466088	1801.0963194988256	1905.354434809658	0.0	119.46955517502293	880.8210784313726	71907.18688976529	83250.36378953813	75801.07959113343	114548.23889739675	85032.18884120166	146816.73749090766	995.3677118027643	0.0	1735.2408128639183	0.0	76.7283050717409	170379.52202617688	3905.6517077653552	728.1925494404416	0.0	0.0	421.11710883963093	5013.884603517428	25238.902589395795	15571.073119833047	6004.3878218698255	8119.9735809472	2308.580223162755	133093.24955942054	34329.331441064794	59071.56821405294	11823.608704024642	91546.59717964439	45962.01803184341	376772.9083665338	690.0253009276994	6940.576667666341	962.3157165402822	1081.122823275029	63834.708195204636	883.5619069570893	1396.8648145273935	536.9539370229738	6355.040006125344	345.27737282283425	1092.9917369824698	5714.507852589015	18802.041364491015	18230.56300268096	16335.608558938584	16814.159292035405	29620.807560797555	348.7290762554247	2319.3784065870323	226147.26994112472	825.4392516017444	115.99582415033053
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	608446.8664850135	472730.95623987063	523952.90484462486	441122.142692219	561536.3272424593	506122.4489795921	126929.27896797974	212321.40113688703	286819.9145200416	253796.59456971902	204984.3737478964	188619.19552130057	63975.13144260651	85277.99530148784	54516.4677061865	330179.645305857	722034.16829278	455499.3872549022	172339.85526668435	147890.02067856304	127292.21699016089	128637.05972434918	162285.4077253217	161058.15244439326	318211.40078863775	189285.57732868017	200863.76431573654	254348.99225994325	192741.5023402131	221149.76255743048	735487.8235564406	919822.1677142417	804907.9284866585	545499.7894414458	800084.223421768	675640.234495526	889758.0147965478	634641.6245284532	745352.3728878794	774932.9810792959	514621.0080800308	159911.11792199814	107475.73932722182	138651.43558094057	124205.66146735982	146880.74800735732	137962.78534433112	182988.04780876497	762746.3006976908	456364.33743198676	303745.3327687744	297694.89169465966	434006.6301750055	756328.9923552687	952855.8125097	958692.9007018753	963133.111289767	949627.8677204018	764350.9815065804	150287.6691027831	187099.49733317984	233167.36882420504	216082.52166577213	89957.6760292421	225440.85443159536	819784.5629262244	684293.9425567273	247318.33212355868	606737.156558311	578587.1708618486
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae	0.0	3808.752025931931	193.0129318664352	115.44677903486487	277.4584803202664	544.2176870748302	9636.796437072873	16554.002150868	11974.895075276268	15991.71652093877	16147.127173651725	12538.824341424133	3185.324480945618	2701.6444792482384	2721.9349068709403	306.4312253418624	517.7014057584328	651.0416666666667	2335.6434506260293	497.81726277092713	306.2669882470038	1186.8300153139364	1417.8418148375224	1186.7845794571415	4938.555185482946	7746.289833953289	9293.178575560092	6054.1037627404385	5140.796439806641	1158.2564379753699	0.0	268.28146558332054	0.0	76.56674706175109	0.0	38.56834310398022	0.0	521.7112127779114	115.46899657441969	427.3670305761684	0.0	1149.337215539038	1764.4125656860115	536.6657722237126	11130.36780281147	2260.8828939301043	9476.309226932655	318.7250996015936	38.33473894042774	514.1167901975067	0.0	617.7844704428737	115.64258731015339	0.0	116.4054012106161	0.0	0.0	153.4566101434819	87.43933895859759	8319.079458871083	7981.274701661489	6970.509383378015	13689.700130378105	5271.258176221626	11640.86211533289	154.9907005579665	77.31261355290107	2500.201629163645	471.679572343854	502.648571318099
k__Bacteria.p__Actinobacteriota.c__Actinobacteria	10548.851693265855	39667.747163695305	7411.6965836711115	2578.3113984453157	49665.0679773277	27871.720116618086	1574.1380634262464	537.7170072207704	1232.14354472296	651.9404816689665	9095.280070518464	3872.8478852716753	15773.112791188534	66523.10101801096	3033.0131819419043	5975.408894166318	15491.218987694638	727.6348039215687	76.57847379101736	114.88090679329089	153.1334941235019	38.284839203675375	0.0	76.56674706175106	3560.353738371426	1457.222840050619	5668.453322022133	1417.7331596290899	1457.8377963630774	50075.28666846849	612.6512482769183	1609.6887934999233	267.9836147161288	3177.5200030626706	306.26698824700435	146212.58870718893	5702.836004932185	19022.39345051769	2925.2145798852994	27856.56008391934	345671.4120815698	306.48992414374345	153.42717962487058	38.3332694445509	847.2944348160983	6437.768240343348	306.9249952042966	22709.163346613543	6401.9014030514345	113834.02596289791	10585.472881943102	3976.987528476001	7015.650296815973	2535.438515615995	6053.080862952039	690.3693476009662	842.2342176792622	613.8264405739276	16263.717046299138	583.1130461825525	383.7151298875717	651.0915358100344	115.03949689393369	115.4290111581378	268.9308079449843	28247.055176689388	16351.617766438572	15202.8389386241	2790.7708030344693	5645.13010864942
